8476,You Can Smell Hillary’s Fear,1
10294,Watch The Exact Moment Paul Ryan Committed Political Suicide At A Trump Rally (VIDEO),1
3608,Kerry to go to Paris in gesture of sympathy,0
10142,Bernie supporters on Twitter erupt in anger against the DNC: 'We tried to warn you!',1
875,The Battle of New York: Why This Primary Matters,0
6903,"Tehran, USA",1
7341,Girl Horrified At What She Watches Boyfriend Do After He Left FaceTime On,1
95,‘Britain’s Schindler’ Dies at 106,0
4869,Fact check: Trump and Clinton at the 'commander-in-chief' forum,0
2909,Iran reportedly makes new push for uranium concessions in nuclear talks,0
1357,"With all three Clintons in Iowa, a glimpse at the fire that has eluded Hillary Clinton’s campaign",0
988,Donald Trump’s Shockingly Weak Delegate Game Somehow Got Even Worse,0
7041,"Strong Solar Storm, Tech Risks Today | S0 News Oct.26.2016 [VIDEO]",1
7623,10 Ways America Is Preparing for World War 3,1
1571,"Trump takes on Cruz, but lightly",0
4739,How women lead differently,0
7737,Shocking! Michele Obama & Hillary Caught Glamorizing Date Rape Promoters,1
8716,Hillary Clinton in HUGE Trouble After America Noticed SICK Thing Hidden in this Picture... * LIBERTY WRITERS NEWS,1
3304,What's in that Iran bill that Obama doesn't like?,0
3078,The 1 chart that explains everything you need to know about partisanship in America,0
2517,The slippery slope to Trump’s proposed ban on Muslims,0
10348,Episode #160 – SUNDAY WIRE: ‘Hail to the Deplorables’ with special guest Randy J,1
778,Hillary Clinton Makes A Bipartisan Appeal on Staten Island,0
3300,New Senate majority leader’s main goal for GOP: Don’t be scary,0
6155,‘Inferno’ and the Overpopulation Myth,1
636,Anti-Trump forces seek last-ditch delegate revolt,0
755,Sanders Trounces Clinton in W. Va. -- But Will It Make a Difference?,0
626,Donald Trump Is Changing His Campaign Slogan to Prove He’s Not Racist,0
691,Pure chaos: Donald Trump’s campaign management offers a glimpse into his governing style (spoiler alert: it’s terrible),0
5743,"Syrian War Report – November 1, 2016: Syrian Military Deploys Advanced T-90 Battle Tanks to Aleppo",1
1787,GOP insiders: Carly crushed it,0
7808,Jeffrey Sewell et al. : Metabiology face to face with Artificial Intelligence [VIDEO],1
6484,Why It’s Necessary To Relax Into A Stretch,1
7385,"Brexit Encourages UK to Trade With Non-EU States, Including Russia",1
9016,"2016 interview with Socrates: Another day of Life in the Empire! Are we near an endgame, or fools to ever ‘hope for change’? (6 of ?)",1
9324,Mike Pence Drapes Shawl Over Immodest Lady Justice Statue - The Onion - America's Finest News Source,1
8983,First Ever Hindu Woman Elected into Congress,1
8965,Donald Groped Hillary in 2005! Trump and Weiner Sext Each Other!,1
5580,Ex-Assistant FBI Director: Clintons Are a Crime Family,1
9757,Hillary Wants Aggressively Interventionist Foreign Policy,1
1967,Both parties want to craft populist messages for 2016,0
431,First Take: Wall Street bids goodbye to June hike,0
5955,Real Disclosure! Secret Alien Base Found In Moon's Tycho Crater,1
7455,Homeless Woman Protects Trump’s Walk of Fame Star From Violent Leftists,1
5224,"With 3:20 a.m. tweet storm Saturday, Clinton continues to mock Trump’s Friday ‘meltdown’",0
7793,220 ‘Significant’ Pipeline Spills Already This Year Exposes Troubling Safety Record,1
2777,Obama makes the right call to tough it out in Afghanistan,0
587,Senate race rankings: Dems attack as GOP lays swing-state groundwork,0
9403,‘He didn’t know the boy didn’t want to be raped’ – court throws out Muslim migrant child sex charge and Germans are in shock,1
5931,Pieczenik “Rogue FBI Agents and Wikileaks are Spearheading a Movement to Stop the Clintons from Stealing the White House” – TruthFeed,1
3027,American politics has reached peak polarization,0
4377,Anti-Muhammad cartoon contest: Free speech or deliberately provocative? (+video),0
5937,"3 Effects of Substance Abuse on Individual, Family and Community",1
7277,Tree Shaped Vertical Farms That Grow 24 Acres Of Urban Crops,1
5521,New Comment Features have been Added,1
3627,World's newspapers react to 'Hebdo' attack,0
9360,Ying and Yang (the Gold and Silver Set-Up),1
909,"Closed primaries, 'warped' democracy?",0
6646,Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protestors,1
1522,Donald Trump: Hillary Clinton has 'caused tremendous death',0
7540,Detroit women’s Halloween decorations depict ‘real-life horrors’ … such as shootings police by police,1
1834,Biden makes another surprise political stop,0
1775,"Hillary Clinton's declining favorability numbers, in context",0
8212,Comment on Quid Pro Quo? Wikileaks Email Reveals Clinton Campaign Eyeing Paul Ryan’s Relative for Supreme Court by lenore.lee,1
3363,Hillary Clinton: The criminal investigation keeps moving forward,0
1084,Rubio’s parting shot at Trump,0
4410,Loretta Lynch becomes first African-American woman AG.,0
2669,Why it's funny Republicans are upset with Facebook: Column,0
3648,FBI checking if Orlando shooter's wife knew attack plan but didn't warn police,0
6197,Is google and YouTube in the Hillary's purse?,1
596,Handicapping the Hispanic vote for 2016 GOPers,0
6061,Truth Will Out Radio: The Laconia Incident,1
1569,GOP establishment nightmare? Ted Cruz vs. Donald Trump,0
1178,Bernie Sanders lost poor voters in South Carolina by a big margin — a problem for his political revolution,0
9545,Should I Get Botox?,1
1506,Jeb Bush Picks Up Endorsement From Lindsey Graham,0
1641,"2016 Republican race enters a new, volatile phase",0
139,"‘Hands up, don’t shoot’ was built on a lie",0
7744,Lavrov and Kerry discuss Syrian settlement,1
8177,BREAKING : DOJ Says They Will “HELP” Review the 650K Emails – TruthFeed,1
4134,Bernie Sanders' call for ouster of two convention co-chairs rejected,0
917,Five Reasons the New York Democratic Primary Felt Competitive,0
3854,"To get around Congress, Obama turns to city halls",0
7049,Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,1
3343,John Kerry: ISIS responsible for genocide,0
4348,Mitt Romney's Re-Invention As Anti-Poverty Warrior,0
3424,King: Fill the Supreme Court vacancy,0
1718,"Ted Cruz is toast: It’s not just that he won’t be president — his days in the Senate are numbered, too",0
143,Obama’s speech in Selma was an answer to those who question his love for America,0
930,Where Does Bernie Sanders Go From Here?,0
1661,Exclusive: GOP campaigns plot revolt against RNC,0
7801,Revelation Unleashed: Unlocking The Mysteries Of The Bible’s Most Mysterious Book,1
10232,Silent Counter-Coup by 17 Intel Agencies To Stop Crooked Clintons [Video],1
1360,"Why Hillary Clinton, not Bernie Sanders, 'won' town hall",0
3635,French police hunt two brothers accused of Charlie Hebdo terror attack,0
8290,"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)",1
6227,CNN: One voter can make a difference by voting repeatedly,1
3255,Give Social Security recipients a CEO-style raise,0
3177,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",0
2832,"Obama, sounding like his critics, admits no 'complete strategy' for Iraq",0
4294,How Ted Cruz Became Ted Cruz,0
5316,Newly Approved GM Potatoes Have Potential to Silence Human Genes,1
1524,Accord reached after Sanders sues the DNC over suspended access to critical voter list,0
2974,Why the latest Patriot Act reform won’t be enough to rein in the NSA,0
3364,"FBI expands probe of Clinton emails, launches independent classification review",0
4933,Where is Gary Johnson?,0
5530,"The Arcturian Group by Marilyn Raffaele October 23, 2016 [VIDEO]",1
7680,Nuclear weapons question,1
10490,Kevin MacDonald celebrates Trump’s Amazing Victory,1
9413,"The amazing AquTru water filter, version 2.0, is now in stock: I've snagged 500 units for Natural News readers at a deep discount",1
4880,What happens if Clinton drops out?,0
3512,Brothers ID'd as suicide bombers in Belgium,0
8685,Glorifying Violence,1
6763,Russia may run out of patience and respond to USA's rudeness,1
7730,The David Duke Show: Hillary’s Treason and Why Trump & Duke Will Win,1
2546,Don't blame all immigrants for San Francisco shooting,0
2596,Netanyahu: I Won't Allow Israel to Be 'Submerged' by Refugees,0
7362,APOCALYPSE NOW: Trump Voters Warn Of ‘Revolution’ If Clinton Wins,1
7513,"Geo-Engineering Unlikely to Work, Conservation Group Says",1
1475,3 Questions Ahead Of Tonight's Democratic Debate,0
2232,Obama's terror strategy is failing: US must heed lessons of 9/11,0
6247,“Bernie needs to be ground to a pulp.” Leaked Email to John Podesta in February,1
127,Selma 50 years on: John Lewis's recalls the march,0
6025,“We Were Long Overdue A Presidential Assassination Anyway”,1
10122,"Flip-flop: Vox warns of serious risk of Election Day violence, and not the good kind either",1
4979,Third-party presidential candidates fight for 15% in polls – and a spot in debates,0
1700,"Bush, Rubio and Kasich eye one another in the shadow of Trump",0
9398,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,1
10427,"Putin Congratulates Trump, Says Russia Is Ready To Restore Relations With The US",1
7099,Monsieur Malbrough est Mort | New Eastern Outlook,1
4500,Conspiracy theories swirl around the death of Antonin Scalia,0
8013,"What is one more election thread, ehhh?",1
2199,McCain: Trump doesn't understand Syria,0
4943,Trump manager says 'undercover voters' will deliver win in US election,0
10092,Re: WikiLeaks: ‘How is what Bill Clinton did different from what Bill Cosby did?’ #PodestaEmails20,1
9121,"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available",1
8122,Suspect captured in ‘ambush-style’ killings of two Iowa cops,1
8988,Re: 10 Things That Every American Should Know About Donald Trump’s Plan To Save The U.S. Economy,1
2115,The next president can have a big impact on climate policy — even without Congress,0
8682,Look at the SHOCKING Number of Kids Born To Illegals in 2014,1
6350,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,1
4597,Justice Department Staffers Monitor Polls on Election Day,0
7818,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,1
677,Poll: 71 percent of Dems think Clinton should keep running even if indicted,0
6408,Trumped!,1
3004,Is the Iran deal unraveling? Think again. | Institution,0
8357,Saturn’s Baffling Hexagon — The Raging Storm Four Times the Size of Earth has Changed Its Colors,1
10511,"Cyrus Mistry renames himself Rohit Sharma-Mistry, gets job back",1
8322,The FBI intervenes in the 2016 election,1
6212,"Re: If Donald Trump Wins, He Will Be 70 Years, 7 Months And 7 Days Old On His First Full Day In Office",1
172,Shutdown clash to return in force by December,0
6920,Classless Obama Refuses Photo-Op of White House Welcome with Trump,1
9468,Comment on Maryland Trump Supporter: They Switched My Vote to Hillary by misterdawg,1
6460,Stuff in the News That No One Is Talking About Because of the Election,1
5202,Blizzard of charges and countercharges melts away as opinions of Trump and Clinton are frozen,0
6809,Social Media Is Censoring FBI’s Re-Opened Clinton Email Investigation,1
2802,Obama Inches Closer to Veto-Proof Support for Iran Nuclear Deal,0
1329,How Clinton plans to stop Sanders' momentum,0
4114,Martin O’Malley Praises Senate Democrats for Holding Up Trade Deal,0
6527,Shi’ite Militias Join Iraq’s Mosul Attack,1
4354,‘Super PAC’ Gets Early Start on Pushing for a 2016 Clinton Campaign,0
3138,Christianity under attack: US must do more to promote religious freedom,0
9447,U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them,1
7256,VIDEO: Journalist Shot by Militarized Police at Standing Rock While Conducting an Interview,1
421,"Buffett: If I Ran Fed, I Would Not Raise Rates Significantly",0
7228,Are Tensions With Russia Even Real?,1
2850,Iran agrees to nuclear restrictions in framework deal with world powers,0
7628,Comment on This Is What Constipation Does To Your Body by THIS IS WHAT CONSTIPATION DOES TO YOUR BODY | TheHealthology,1
8918,Fifteen Quotes Proving False Flag Terrorism & the Existence of a ‘Shadow Government’,1
51,"Bernie Sanders’s vast universe of donors, mapped",0
7711,"Former Ambassador Andrew Young calls for end to water fluoridation, “Civil Rights Issue”",1
9295,Trump's New Ad Portraying 'Every Mother's Worst Nightmare' is Nothing Short of Chilling,1
7474,Undercover Video Exposes Obama’s Plan to Make American “Gun Laws” More Like Britain – TruthFeed,1
186,So That Happened: Did Obama Forget That The GOP Runs Congress?,0
7661,"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",1
7443,Should Christians Celebrate Halloween?,1
3700,Sunday in Charleston: Worship at Emanuel AME,0
8210,Only Making Matters Worse in Syria,1
5040,"FACT CHECK: Hillary Clinton's Speech To The Democratic Convention, Annotated",0
9756,BUSTED: Clinton Foundation Directly Tied To Plot To Steal Election,1
2305,Connecticut Becomes First State To Boycott Indiana Over LGBT Discrimination Law,0
2228,Scott Walker Confronts Doubts About His Grasp of Foreign Policy,0
3008,Iran carries out new ballistic missile test,0
6851,Assange: Donald Trump Won’t Be Allowed to Win – Clinton & ISIS Funded by Same Interests,1
3872,Why Joe Biden can't get no respect,0
1884,"Come on, Paul Ryan must be running in 2016, right? Right?",0
4239,Why Bernie Sanders needs to start winning big states — big,0
3282,Leaked: What’s in Obama’s trade deal,0
9239,"Michael Moore admits no women ever melted the ice caps, bombs American history",1
4532,Someone Isn't Telling The Truth About Freddie Gray's Death,0
4130,Prison employee pleaded not guilty to aiding escape of two murderers,0
6815,Culchie Tries To Explain Rules Of 25 One More Time,1
599,Election Day: No Legal Pot In Ohio; Democrats Lose In The South,0
4577,President Trump: A colossal failure for democracy and our terrifying new reality,0
7154,Who had to go :-),1
7757,Raqqa/Mosul: Politicians Fiddle As Middle East Burns,1
1934,Chris Christie losing home-state donors as Jeb Bush makes inroads,0
9557,Washington Home Depot store receives order for five-thousand gallons of gold exterior paint,1
5297,Western Lynch Mob on Russia Ties Itself up in Absurd Anots      : Information,1
5075,Can Sanders rally supporters around Clinton after DNC email leak?,0
2076,'Historic' climate deal in sight as nations parse final text,0
8142,We Live In A Time Where Each Individual Has Immense Power,1
4714,"Trump slams 'corrupt' media, as more women make sexual assault claims",0
6176,Only Demented Imbeciles Want A Killary Reign Of Terror,1
9402,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,1
6948,Americans Are So Disconnected From Reality That “Insouciant” Has Become An Euphemism,1
4911,The 5 unspoken rules for covering Hillary Clinton,0
9991,"Hillary Melts Down Over Weiner In Public, PICS Prove Campaign Is Imploding",1
10555,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,1
8549,Jubilee Year of Mercy ends on November 20. Following Judgment?,1
2834,Iraq launches operation against ISIS in Anbar province,0
6035,UKIP MEPs Steven Woolfe & Mike Hookem reported to French police over Strasbourg scuffle,1
2281,Justices Kennedy and Scalia and their divide on gay rights,0
9134,Justice Clarence Thomas Describes Washington DC As “Broken”,1
6407,"The Week In Pictures – Week Of October 31, 2016 - The Onion - America's Finest News Source",1
1938,Jeb Bush's Foreign Policy Plan: More Military Spending Will 'Encourage Peace',0
1255,"John Kasich: He’s Conservative, but at Least He’s Sane",0
4618,2006 Audio Emerges of Hillary Clinton Proposing Rigging Palestine Election,0
3602,Authorities search for clues after raid thwarts potential 'Belgian Charlie Hebdo' attack,0
6841,8 classic football banners of our time,1
8756,Tweetwave,1
5918,Trump’s Gettysburg Address against the New World Order,1
384,Debate Goals for the Democratic Candidates,0
4492,'Spinning up as we speak': Email shows Pentagon was ready to roll as Benghazi attack occurred,0
2432,A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History,0
5307,Trump Proudly Declares: Most Of The People I’ve Insulted Deserved It,1
8484,Dems sue GOP over Trump's 'rigged' complaints,1
9948,US Airstrikes on Iraqi Army Slowing Advance on Mosul,1
2916,Iran letter blowback startles GOP,0
6058,"Clinton Camp Desperate, Russia Trains for WWIII",1
4713,Donald Trump's GOP civil war,0
8767,Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear – On The Fence About Vaccines,1
4217,Laura Bush hints she'd rather see Hillary as president,0
1770,"Scott Walker, Rick Perry show limits of super PACs",0
9394,If Catcalls Were Politically Correct…,1
8428,Why Hillary Won't Unleash WWIII    : Information,1
3427,Is It Time To Reconsider Lifetime Appointments To The Supreme Court?,0
658,"Clinton has delegates to win Dem nomination, AP reports; Sanders questions tally",0
10357,Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',1
4865,"Trump says Obama born in US, ‘period’ – after new ‘birther’ dust-up",0
4031,"MH370: If debris is part of missing plane, what's next?",0
10257,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,1
2586,Israel stole classified US information and used it to help congressional Republicans,0
4045,"""America has a simple ideology"": how one of Russia's top US experts explains America",0
4632,Poll shows Trump made up 13 points in under 2 weeks — now he likes polls again,0
71,"Chaos on House floor as Dems, Republicans clash over LGBT proposal",0
7577,"New Study Links Fluoride Consumption To Hypothyroidism, Weight Gain, And Worse",1
1108,"Clinton, Sanders accuse Trump of inciting violence",0
9485,Memo to the Next Administration: Defense Spending Must Be For Actual Defense,1
4701,"In New Responses, Hillary Clinton Insists Email Setup A Matter Of 'Convenience'",0
4929,Trump mulls alternative options for making Mexico finance 'the wall',0
6698,The circus of liars - America's three rings of evil clowns,1
667,"Donald Trump said ‘university’ was all about education. Actually, its goal was: ‘Sell, sell, sell!’",0
8516,Trump Has Forever Changed American Politics,1
3382,Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,0
10048,"The role of the US and Nato in EU relations with China, by Manlio Dinucci",1
